,MediaTek,First Financial,Gold (TWD)
2025-03-18,0.035087731795502064,0.007259484506247693,0.012634213932388283
2025-03-19,-0.006779680554727552,-0.007207164209335981,0.0009554215374216746
2025-03-20,0.013651830132191956,0.005444613379685714,0.0020823265940010938
2025-03-21,-0.0033669705698319286,-0.007220173453260426,-0.007652357282392996
2025-03-24,0.0,0.0,-0.002062013664777318
2025-03-25,0.03040545116878479,0.0,0.004622649520244382
2025-03-26,-0.006557395872395899,0.0018181708723814527,0.00010297465899200553
2025-03-27,-0.019802037415601825,0.007259484506247693,0.014333732484452133
2025-03-28,-0.013467967724590135,-0.010810746314004027,0.00929224552509389
2025-03-31,-0.05119447126040355,-0.014571934663163977,0.015662970384243913
2025-04-01,0.050359672169876246,0.007393670641753669,-0.0023186934244907587
2025-04-02,-0.01712329332622886,-0.005504554121113947,0.0085220870344338
2025-04-07,-0.09756099070627078,-0.09963099108667395,-0.06804570205376148
2025-04-08,-0.02702705615670009,0.05532778288633233,0.008862041615603111
2025-04-09,-0.05952383230194647,-0.05242710727752309,0.01434652992128127
2025-04-10,0.09704643157417281,0.07581971062091242,0.03857020091123009
2025-04-11,0.06538466043297486,-0.017142906806677072,0.02123478734687345
2025-04-14,0.010830310357249351,-0.017441911876506233,-0.018429268174031566
2025-04-15,-0.010714271471956138,0.007889578868311542,0.008906268083179958
2025-04-16,-0.01444047488605893,-0.011741691479669969,0.02954186953202842
2025-04-17,-0.018314932508619486,-0.0059405584340817,-0.005380913232397977
2025-04-18,0.01865662737992113,-0.0019920198550447132,0.0
2025-04-21,-0.014651964598281997,-0.003992072434542804,0.03143272812609221
2025-04-22,-0.033457298169093375,-0.012023976094791555,0.0025079676478494406
2025-04-23,0.05384611630585434,0.008113541087271914,-0.03781578532630714
2025-04-24,-0.029196981589921345,-0.00201206033759882,0.013962368878266851
2025-04-25,0.0375939971567949,0.006048350659265678,-0.014885983690351101
2025-04-28,-0.02173919239874411,0.0,0.014959609313824451
2025-04-29,0.01481476399070858,0.010020060999486269,-0.007311235648402525
2025-04-30,-0.014598490794960672,0.007936540365104383,-0.013083879208146465
2025-05-02,-0.03703705096144971,-0.005905555622677805,-0.019688058485120452
2025-05-05,-0.003846116305854297,-0.007920744578775674,-0.06960745885873798
2025-05-06,-0.011582996072406426,0.0139720520272677,0.05911578696479047
2025-05-07,-0.0039062116646290113,0.003936984090546325,0.004865037507239656
2025-05-08,0.011764689491055913,-0.0019607725150760924,-0.02898241022120185
2025-05-09,0.027131811157920183,0.01964640563324105,0.011769642522029056
2025-05-12,-0.007547286895346561,0.013487471867710266,-0.030640414675825678
2025-05-13,0.030418340471125127,0.0019011291548001186,0.0073605105192693365
2025-05-14,0.0036900006180435874,0.005692565162803698,-0.020929980170115714
2025-05-15,0.0073528691443998095,-0.0018867810965942367,0.006590510413164941
2025-05-16,-0.0036495995443209805,0.007561467407549705,-0.012016006383268829
2025-05-19,-0.04029301884144054,0.01313320441748278,0.014026008355325192
2025-05-20,0.0038167565540843107,0.0055555219061194094,0.015935620614668355
2025-05-21,0.019011511040162077,0.01104973156300848,0.004684359687422868
2025-05-22,-0.011194014304430677,-0.0072860041069229275,-0.004315244977059596
2025-05-23,-0.007547286895346561,-0.001834851373704649,0.021656607165408293
2025-05-26,-0.02661590317510798,0.011029419678582064,-0.004389766694815389
2025-05-27,0.0,-0.009090927778861113,-0.017543122109792142
2025-05-28,0.0,-0.012844033706438274,-0.0021601813497796885
2025-05-29,-0.015625044918212372,0.005576249751382045,0.003775650690884147
2025-06-02,0.0,-0.012938998261375234,0.020799021315104138
2025-06-03,0.011904847023063159,-0.001872647847683706,-0.00676170937729792
2025-06-04,0.0,0.005628483710958365,0.006151670009471033
2025-06-05,-0.02352947850070075,0.014925358517174692,-0.006649115152232987
2025-06-06,0.02811248049697812,0.011029419678582064,-0.008356462950437349
2025-06-09,0.0039062116646291223,0.005454512617144136,0.0017741793394909777
2025-06-10,0.038910520436875595,0.00723330276528289,-0.004190847008067933
2025-06-11,-0.014981316837429204,0.0035906426677669856,-0.0026032510006415155
2025-06-12,-0.02281365886192621,0.0017889702751818781,0.008303982885763839
2025-06-13,-0.02723738405463949,-0.0017857755757586524,0.014877710160320134
2025-06-16,0.004000062529526449,0.0017889702751818781,-0.027582416258054576
2025-06-17,0.01593630090007303,0.012499996394703228,0.019188382113658475
2025-06-18,0.007843059981644807,0.007054631017017643,-0.002613629793856931
2025-06-19,-0.015564247672403275,0.0017513029580860096,0.001001978324495223
2025-06-20,-0.011857692444261825,-0.00524472377399865,-0.006401543117381503
2025-06-23,0.004000062529526449,-0.012302281467309384,0.006329700742157218
2025-06-24,0.01195217512278135,0.008896815307126493,-0.024994994978512097
2025-06-25,0.019685046450343302,0.00881828877127222,-0.0010320670770771478
2025-06-26,-0.0038609660302596494,0.0,-0.015931631257050882
2025-06-27,-0.0038760292290729303,0.010489518141223897,-0.017939117692552853
2025-06-30,-0.02723738405463949,0.005190350095736651,0.019857606561005214
2025-07-01,0.020000109629689122,0.005163479966573403,0.013509296366216228
2025-07-02,0.015686219481878316,0.0,-0.005464257839414732
2025-07-03,1.9596325495641054e-07,0.0034246369335166893,-0.0066503059695057765
2025-07-04,0.015747996006661547,0.008532440964013066,0.0002701111530112321
2025-07-07,-0.007751920785752819,0.001692037203911534,0.005138209192103282
2025-07-08,-0.0078124825314769275,-0.005067537150343693,-0.006237888148998172
2025-07-09,0.0669290810099199,-0.0016977826266483254,0.0047798212115246486
2025-07-10,0.033210350741454064,0.00850334997309421,0.003034154984781212
2025-07-11,0.01428568254167173,0.005059059701003621,0.011635648035372315
2025-07-14,-0.024647833325694757,0.0,0.0021800145606736265
2025-07-15,0.007220200388817322,-0.001677909982426229,-0.0050527757091558545
2025-07-16,0.010752664193038663,0.0016807300962324856,0.007259136522655307
2025-07-17,-0.01418436586775107,0.003355684463763664,-0.0036241159265636425
2025-07-18,0.014388457006199395,-0.0033444615062474536,0.0038621304651325072
2025-07-21,0.01063827440081333,-0.00335575221430795,0.012182278263816348
2025-07-22,0.0035087642698274912,-0.0016834916125885169,0.013218483662638558
2025-07-23,0.0,0.0,-0.018645617481754084
2025-07-24,0.0,0.003372661071803451,-0.0014788381358831204
2025-07-25,0.0,0.0016807300962324856,-0.010975971521803629
2025-07-28,-0.02097897533987525,-0.005033594446189782,0.0015142805504642087
2025-07-29,-0.028571453966662497,0.005059059701003621,0.005421997214268837
2025-07-30,0.014705941557229485,0.0,-0.0036785531505767466
2025-07-31,-0.007246450647661162,-0.006711436678071614,0.0018240515097407428
2025-08-04,-0.02919701664490082,0.0202702850180152,0.02390649757452401
2025-08-05,0.007518780109223577,0.009933781918218587,0.004010167487929817
2025-08-06,-0.014925432733078225,0.008196738131672543,-0.0013196505687846916
2025-08-07,0.02651518829480959,-0.024096410855879546,0.00242107063489283
2025-08-08,-0.003690028767365461,-0.00529099176408887,0.011410772070393316
2025-08-11,0.003703695510344218,0.0,-0.020430544292337705
2025-08-12,0.00369002876736535,0.010638270529935934,-0.003583769542537807
2025-08-13,0.007352925029846524,0.010526289019668233,0.004994083745709199
2025-08-14,0.014598599152123137,0.02083334713070517,-0.0023765800194932574
2025-08-15,-0.014388546528965152,-0.010204055814730828,0.00023988031897270723
